NomeTimeCasa;PlacarTimeCasa;NomeTimeVisitante;PlacarTimeVisitante;Rodada;DataHoraJogo
São Paulo - SP;1;Grêmio - RS;1;35;17/11/2016 19:30
Atlético - MG;1;Palmeiras - SP;1;35;17/11/2016 21:00
Internacional - RS;1;Ponte Preta - SP;1;35;17/11/2016 21:00
Atlético - PR;2;Sport - PE;0;36;20/11/2016 17:00
Vitória - BA;4;Figueirense - SC;0;36;20/11/2016 17:00
Palmeiras - SP;1;Botafogo - RJ;0;36;20/11/2016 17:00
Cruzeiro - MG;2;Santos - SP;2;36;20/11/2016 17:00
Grêmio - RS;3;América - MG;0;36;20/11/2016 17:00
Ponte Preta - SP;1;Fluminense - RJ;0;36;20/11/2016 17:00
Santa Cruz - PE;3;Atlético - MG;3;36;20/11/2016 19:30
Chapecoense - SC;2;São Paulo - SP;0;36;20/11/2016 19:30
Flamengo - RJ;2;Coritiba - PR;2;36;20/11/2016 19:30
Corinthians - SP;1;Internacional - RS;0;36;21/11/2016 20:00
Botafogo - RJ;1;Ponte Preta - SP;1;37;26/11/2016 20:00
América - MG;2;Sport - PE;2;37;26/11/2016 20:00
Corinthians - SP;0;Atlético - PR;0;37;26/11/2016 21:00
Flamengo - RJ;2;Santos - SP;0;37;27/11/2016 17:00
Palmeiras - SP;1;Chapecoense - SC;0;37;27/11/2016 17:00
Atlético - MG;1;São Paulo - SP;2;37;27/11/2016 17:00
Internacional - RS;1;Cruzeiro - MG;0;37;27/11/2016 17:00
Figueirense - SC;1;Fluminense - RJ;0;37;27/11/2016 19:30
Santa Cruz - PE;5;Grêmio - RS;1;37;27/11/2016 19:30
Coritiba - PR;0;Vitória - BA;1;37;28/11/2016 20:00
Vitória - BA;1;Palmeiras - SP;2;38;11/12/2016 17:00
Fluminense - RJ;1;Internacional - RS;1;38;11/12/2016 17:00
São Paulo - SP;5;Santa Cruz - PE;0;38;11/12/2016 17:00
Santos - SP;1;América - MG;0;38;11/12/2016 17:00
Cruzeiro - MG;3;Corinthians - SP;2;38;11/12/2016 17:00
Grêmio - RS;0;Botafogo - RJ;1;38;11/12/2016 17:00
Atlético - PR;0;Flamengo - RJ;0;38;11/12/2016 17:00
Chapecoense - SC;1;Atlético - MG;0;38;11/12/2016 17:00
Ponte Preta - SP;2;Coritiba - PR;0;38;11/12/2016 17:00
Sport - PE;2;Figueirense - SC;0;38;11/12/2016 17:00
Flamengo - RJ;1;Atlético - MG;1;1;13/05/2017 16:00
Corinthians - SP;1;Chapecoense - SC;1;1;13/05/2017 19:00
Fluminense - RJ;3;Santos - SP;2;1;14/05/2017 11:00
Palmeiras - SP;4;Vasco da Gama - RJ;0;1;14/05/2017 16:00
Cruzeiro - MG;1;São Paulo - SP;0;1;14/05/2017 16:00
Bahia - BA;6;Atlético - PR;2;1;14/05/2017 16:00
Ponte Preta - SP;4;Sport - PE;0;1;14/05/2017 16:00
Avaí - SC;0;Vitória - BA;0;1;14/05/2017 16:00
Grêmio - RS;2;Botafogo - RJ;0;1;14/05/2017 19:00
Coritiba - PR;4;Atlético - GO;1;1;15/05/2017 20:00
Santos - SP;1;Coritiba - PR;0;2;20/05/2017 16:00
Atlético - GO;0;Flamengo - RJ;3;2;20/05/2017 19:00
Chapecoense - SC;1;Palmeiras - SP;0;2;20/05/2017 19:00
Vasco da Gama - RJ;2;Bahia - BA;1;2;21/05/2017 11:00
Atlético - MG;1;Fluminense - RJ;2;2;21/05/2017 16:00
Atlético - PR;0;Grêmio - RS;2;2;21/05/2017 16:00
Vitória - BA;0;Corinthians - SP;1;2;21/05/2017 16:00
Botafogo - RJ;2;Ponte Preta - SP;0;2;21/05/2017 18:00
Sport - PE;1;Cruzeiro - MG;1;2;21/05/2017 19:00
São Paulo - SP;2;Avaí - SC;0;2;22/05/2017 20:00
Vasco da Gama - RJ;3;Fluminense - RJ;2;3;27/05/2017 16:00
São Paulo - SP;2;Palmeiras - SP;0;3;27/05/2017 19:00
Vitória - BA;0;Coritiba - PR;1;3;27/05/2017 21:00
Atlético - MG;2;Ponte Preta - SP;2;3;28/05/2017 11:00
Atlético - PR;1;Flamengo - RJ;1;3;28/05/2017 16:00
Santos - SP;0;Cruzeiro - MG;1;3;28/05/2017 16:00
Atlético - GO;0;Corinthians - SP;1;3;28/05/2017 16:00
Sport - PE;4;Grêmio - RS;3;3;28/05/2017 18:00
Botafogo - RJ;1;Bahia - BA;0;3;28/05/2017 19:00
Chapecoense - SC;2;Avaí - SC;0;3;29/05/2017 20:00
Coritiba - PR;1;Atlético - PR;0;4;03/06/2017 16:00
Fluminense - RJ;2;Vitória - BA;1;4;03/06/2017 18:00
Corinthians - SP;2;Santos - SP;0;4;03/06/2017 19:00
Flamengo - RJ;0;Botafogo - RJ;0;4;04/06/2017 11:00
Avaí - SC;1;Sport - PE;0;4;04/06/2017 11:00
Ponte Preta - SP;1;São Paulo - SP;0;4;04/06/2017 16:00
Grêmio - RS;2;Vasco da Gama - RJ;0;4;04/06/2017 16:00
Palmeiras - SP;0;Atlético - MG;0;4;04/06/2017 16:00
Cruzeiro - MG;0;Chapecoense - SC;2;4;04/06/2017 19:00
Bahia - BA;3;Atlético - GO;0;4;05/06/2017 20:00
Fluminense - RJ;1;Atlético - PR;1;5;06/06/2017 20:00
Atlético - MG;1;Avaí - SC;0;5;07/06/2017 19:30
Coritiba - PR;1;Palmeiras - SP;0;5;07/06/2017 19:30
Santos - SP;1;Botafogo - RJ;0;5;07/06/2017 21:00
Sport - PE;2;Flamengo - RJ;0;5;07/06/2017 21:45
Vasco da Gama - RJ;2;Corinthians - SP;5;5;07/06/2017 21:45
Atlético - GO;3;Ponte Preta - SP;0;5;08/06/2017 19:30
São Paulo - SP;2;Vitória - BA;0;5;08/06/2017 19:30
Chapecoense - SC;3;Grêmio - RS;6;5;08/06/2017 20:00
Bahia - BA;1;Cruzeiro - MG;0;5;08/06/2017 21:00
Palmeiras - SP;3;Fluminense - RJ;1;6;10/06/2017 16:00
Vasco da Gama - RJ;2;Sport - PE;1;6;10/06/2017 19:00
Botafogo - RJ;2;Coritiba - PR;2;6;11/06/2017 11:00
Corinthians - SP;3;São Paulo - SP;2;6;11/06/2017 16:00
Vitória - BA;2;Atlético - MG;0;6;11/06/2017 16:00
Ponte Preta - SP;3;Chapecoense - SC;2;6;11/06/2017 16:00
Avaí - SC;1;Flamengo - RJ;1;6;11/06/2017 16:00
Cruzeiro - MG;2;Atlético - GO;0;6;11/06/2017 18:30
Atlético - PR;0;Santos - SP;2;6;11/06/2017 19:00
Grêmio - RS;1;Bahia - BA;0;6;12/06/2017 20:00
Atlético - MG;0;Atlético - PR;1;7;14/06/2017 19:30
Atlético - GO;3;Avaí - SC;1;7;14/06/2017 19:30
Vitória - BA;2;Botafogo - RJ;2;7;14/06/2017 19:30
Sport - PE;0;São Paulo - SP;0;7;14/06/2017 19:30
Flamengo - RJ;2;Ponte Preta - SP;0;7;14/06/2017 21:00
Corinthians - SP;1;Cruzeiro - MG;0;7;14/06/2017 21:45
Santos - SP;1;Palmeiras - SP;0;7;14/06/2017 21:45
Chapecoense - SC;2;Vasco da Gama - RJ;1;7;14/06/2017 21:45
Coritiba - PR;0;Bahia - BA;0;7;15/06/2017 16:00
Fluminense - RJ;0;Grêmio - RS;2;7;15/06/2017 21:00
Atlético - GO;0;Atlético - PR;1;8;17/06/2017 16:00
Vasco da Gama - RJ;1;Avaí - SC;0;8;17/06/2017 19:00
Santos - SP;0;Ponte Preta - SP;0;8;17/06/2017 21:00
Coritiba - PR;0;Corinthians - SP;0;8;18/06/2017 11:00
São Paulo - SP;1;Atlético - MG;2;8;18/06/2017 16:00
Bahia - BA;2;Palmeiras - SP;4;8;18/06/2017 16:00
Fluminense - RJ;2;Flamengo - RJ;2;8;18/06/2017 16:00
Chapecoense - SC;0;Botafogo - RJ;2;8;18/06/2017 16:00
Sport - PE;1;Vitória - BA;3;8;18/06/2017 19:00
Cruzeiro - MG;3;Grêmio - RS;3;8;19/06/2017 20:00
Vitória - BA;0;Santos - SP;2;9;21/06/2017 19:30
Botafogo - RJ;3;Vasco da Gama - RJ;1;9;21/06/2017 21:00
Palmeiras - SP;1;Atlético - GO;0;9;21/06/2017 21:00
Avaí - SC;0;Fluminense - RJ;3;9;21/06/2017 21:45
Atlético - MG;2;Sport - PE;2;9;21/06/2017 21:45
Atlético - PR;1;São Paulo - SP;0;9;21/06/2017 21:45
Ponte Preta - SP;1;Cruzeiro - MG;0;9;22/06/2017 19:30
Corinthians - SP;3;Bahia - BA;0;9;22/06/2017 19:30
Grêmio - RS;2;Coritiba - PR;0;9;22/06/2017 21:00
Flamengo - RJ;5;Chapecoense - SC;1;9;22/06/2017 21:00
Santos - SP;0;Sport - PE;1;10;24/06/2017 19:00
Vasco da Gama - RJ;1;Atlético - GO;0;10;25/06/2017 11:00
Ponte Preta - SP;1;Palmeiras - SP;2;10;25/06/2017 16:00
Grêmio - RS;0;Corinthians - SP;1;10;25/06/2017 16:00
Atlético - PR;4;Vitória - BA;1;10;25/06/2017 16:00
Cruzeiro - MG;2;Coritiba - PR;0;10;25/06/2017 16:00
São Paulo - SP;1;Fluminense - RJ;1;10;25/06/2017 16:00
Bahia - BA;0;Flamengo - RJ;1;10;25/06/2017 18:30
Chapecoense - SC;0;Atlético - MG;1;10;25/06/2017 19:00
Botafogo - RJ;0;Avaí - SC;2;10;26/06/2017 20:00
Palmeiras - SP;1;Grêmio - RS;0;11;01/07/2017 16:00
Atlético - GO;1;Santos - SP;1;11;01/07/2017 19:00
Flamengo - RJ;2;São Paulo - SP;0;11;02/07/2017 16:00
Corinthians - SP;1;Botafogo - RJ;0;11;02/07/2017 16:00
Atlético - MG;3;Cruzeiro - MG;1;11;02/07/2017 16:00
Sport - PE;1;Atlético - PR;0;11;02/07/2017 16:00
Vitória - BA;0;Bahia - BA;0;11;02/07/2017 16:00
Coritiba - PR;2;Vasco da Gama - RJ;2;11;02/07/2017 19:00
Avaí - SC;0;Ponte Preta - SP;0;11;02/07/2017 19:00
Fluminense - RJ;3;Chapecoense - SC;3;11;03/07/2017 20:00
Atlético - GO;1;Vitória - BA;2;12;08/07/2017 16:00
Vasco da Gama - RJ;0;Flamengo - RJ;1;12;08/07/2017 18:00
Corinthians - SP;2;Ponte Preta - SP;0;12;08/07/2017 19:00
Chapecoense - SC;1;Atlético - PR;1;12;09/07/2017 11:00
Cruzeiro - MG;3;Palmeiras - SP;1;12;09/07/2017 16:00
Grêmio - RS;0;Avaí - SC;2;12;09/07/2017 16:00
Bahia - BA;1;Fluminense - RJ;1;12;09/07/2017 16:00
Santos - SP;3;São Paulo - SP;2;12;09/07/2017 19:00
Botafogo - RJ;1;Atlético - MG;1;12;09/07/2017 19:00
Coritiba - PR;0;Sport - PE;3;12;10/07/2017 20:00
Ponte Preta - SP;0;Bahia - BA;3;13;12/07/2017 19:30
Atlético - MG;0;Santos - SP;1;13;12/07/2017 19:30
Fluminense - RJ;0;Botafogo - RJ;1;13;12/07/2017 21:00
Palmeiras - SP;0;Corinthians - SP;2;13;12/07/2017 21:45
Vitória - BA;1;Vasco da Gama - RJ;4;13;12/07/2017 21:45
Atlético - PR;0;Cruzeiro - MG;2;13;12/07/2017 21:45
Sport - PE;3;Chapecoense - SC;0;13;13/07/2017 19:30
São Paulo - SP;2;Atlético - GO;2;13;13/07/2017 19:30
Flamengo - RJ;0;Grêmio - RS;1;13;13/07/2017 19:30
Avaí - SC;1;Coritiba - PR;4;13;13/07/2017 21:00
Corinthians - SP;2;Atlético - PR;2;14;15/07/2017 19:00
Palmeiras - SP;4;Vitória - BA;2;14;16/07/2017 11:00
Vasco da Gama - RJ;0;Santos - SP;0;14;16/07/2017 16:00
Cruzeiro - MG;1;Flamengo - RJ;1;14;16/07/2017 16:00
Grêmio - RS;3;Ponte Preta - SP;1;14;16/07/2017 16:00
Atlético - GO;1;Atlético - MG;2;14;16/07/2017 16:00
Chapecoense - SC;2;São Paulo - SP;0;14;16/07/2017 16:00
Coritiba - PR;1;Fluminense - RJ;2;14;16/07/2017 19:00
Bahia - BA;1;Avaí - SC;1;14;16/07/2017 19:00
Botafogo - RJ;2;Sport - PE;1;14;17/07/2017 20:00
Vitória - BA;1;Grêmio - RS;3;15;19/07/2017 19:30
Santos - SP;1;Chapecoense - SC;0;15;19/07/2017 19:30
Ponte Preta - SP;4;Coritiba - PR;0;15;19/07/2017 21:00
Avaí - SC;0;Corinthians - SP;0;15;19/07/2017 21:00
Flamengo - RJ;2;Palmeiras - SP;2;15;19/07/2017 21:45
Atlético - MG;0;Bahia - BA;2;15;19/07/2017 21:45
São Paulo - SP;1;Vasco da Gama - RJ;0;15;19/07/2017 21:45
Fluminense - RJ;1;Cruzeiro - MG;1;15;20/07/2017 19:30
Sport - PE;4;Atlético - GO;0;15;20/07/2017 20:00
Atlético - PR;0;Botafogo - RJ;0;15;20/07/2017 21:00
Vitória - BA;1;Chapecoense - SC;2;16;22/07/2017 16:00
Flamengo - RJ;2;Coritiba - PR;1;16;22/07/2017 19:00
Santos - SP;3;Bahia - BA;0;16;23/07/2017 11:00
Avaí - SC;1;Cruzeiro - MG;0;16;23/07/2017 16:00
Fluminense - RJ;0;Corinthians - SP;1;16;23/07/2017 16:00
Sport - PE;0;Palmeiras - SP;2;16;23/07/2017 16:00
Atlético - MG;1;Vasco da Gama - RJ;2;16;23/07/2017 19:00
Atlético - PR;0;Ponte Preta - SP;2;16;23/07/2017 19:00
Atlético - GO;1;Botafogo - RJ;1;16;23/07/2017 19:00
São Paulo - SP;1;Grêmio - RS;1;16;24/07/2017 20:00
Botafogo - RJ;3;São Paulo - SP;4;17;29/07/2017 16:00
Palmeiras - SP;2;Avaí - SC;0;17;29/07/2017 19:00
Chapecoense - SC;1;Atlético - GO;2;17;30/07/2017 11:00
Coritiba - PR;0;Atlético - MG;2;17;30/07/2017 16:00
Bahia - BA;1;Sport - PE;3;17;30/07/2017 16:00
Corinthians - SP;1;Flamengo - RJ;1;17;30/07/2017 16:00
Cruzeiro - MG;0;Vitória - BA;0;17;30/07/2017 19:00
Grêmio - RS;1;Santos - SP;1;17;30/07/2017 19:00
Vasco da Gama - RJ;0;Atlético - PR;1;17;31/07/2017 20:00
Ponte Preta - SP;0;Fluminense - RJ;0;17;09/08/2017 20:00
Sport - PE;2;Fluminense - RJ;2;18;02/08/2017 19:30
Chapecoense - SC;1;Bahia - BA;1;18;02/08/2017 19:30
Atlético - MG;0;Corinthians - SP;2;18;02/08/2017 21:00
Vitória - BA;3;Ponte Preta - SP;1;18;02/08/2017 21:00
Botafogo - RJ;1;Palmeiras - SP;2;18;02/08/2017 21:45
Santos - SP;3;Flamengo - RJ;2;18;02/08/2017 21:45
Atlético - GO;0;Grêmio - RS;1;18;02/08/2017 21:45
Atlético - PR;5;Avaí - SC;0;18;03/08/2017 19:30
São Paulo - SP;1;Coritiba - PR;2;18;03/08/2017 19:30
Vasco da Gama - RJ;0;Cruzeiro - MG;3;18;03/08/2017 20:00
Corinthians - SP;3;Sport - PE;1;19;05/08/2017 19:00
Fluminense - RJ;3;Atlético - GO;1;19;05/08/2017 19:00
Flamengo - RJ;0;Vitória - BA;2;19;06/08/2017 11:00
Palmeiras - SP;0;Atlético - PR;1;19;06/08/2017 16:00
Cruzeiro - MG;0;Botafogo - RJ;0;19;06/08/2017 16:00
Coritiba - PR;2;Chapecoense - SC;0;19;06/08/2017 16:00
Grêmio - RS;2;Atlético - MG;0;19;06/08/2017 16:00
Bahia - BA;2;São Paulo - SP;1;19;06/08/2017 16:00
Ponte Preta - SP;0;Vasco da Gama - RJ;0;19;06/08/2017 19:00
Avaí - SC;0;Santos - SP;0;19;06/08/2017 19:00
Atlético - GO;1;Coritiba - PR;0;20;12/08/2017 16:00
Vitória - BA;0;Avaí - SC;1;20;12/08/2017 19:00
São Paulo - SP;3;Cruzeiro - MG;2;20;13/08/2017 11:00
Vasco da Gama - RJ;1;Palmeiras - SP;1;20;13/08/2017 16:00
Atlético - MG;2;Flamengo - RJ;0;20;13/08/2017 16:00
Sport - PE;0;Ponte Preta - SP;0;20;13/08/2017 16:00
Atlético - PR;4;Bahia - BA;1;20;13/08/2017 19:00
Botafogo - RJ;1;Grêmio - RS;0;20;13/08/2017 19:00
Santos - SP;0;Fluminense - RJ;0;20;14/08/2017 20:00
Chapecoense - SC;0;Corinthians - SP;1;20;23/08/2017 19:30
Corinthians - SP;0;Vitória - BA;1;21;19/08/2017 16:00
Flamengo - RJ;2;Atlético - GO;0;21;19/08/2017 19:00
Grêmio - RS;0;Atlético - PR;0;21;20/08/2017 11:00
Ponte Preta - SP;2;Botafogo - RJ;1;21;20/08/2017 16:00
Cruzeiro - MG;2;Sport - PE;0;21;20/08/2017 16:00
Bahia - BA;3;Vasco da Gama - RJ;0;21;20/08/2017 16:00
Avaí - SC;1;São Paulo - SP;1;21;20/08/2017 16:00
Palmeiras - SP;0;Chapecoense - SC;2;21;20/08/2017 19:00
Coritiba - PR;0;Santos - SP;0;21;20/08/2017 19:00
Fluminense - RJ;2;Atlético - MG;1;21;21/08/2017 20:00
Fluminense - RJ;0;Vasco da Gama - RJ;1;22;26/08/2017 16:00
Corinthians - SP;0;Atlético - GO;1;22;26/08/2017 19:00
Flamengo - RJ;2;Atlético - PR;0;22;27/08/2017 16:00
Palmeiras - SP;4;São Paulo - SP;2;22;27/08/2017 16:00
Bahia - BA;1;Botafogo - RJ;2;22;27/08/2017 16:00
Ponte Preta - SP;1;Atlético - MG;2;22;27/08/2017 16:00
Cruzeiro - MG;1;Santos - SP;1;22;27/08/2017 19:00
Avaí - SC;1;Chapecoense - SC;0;22;27/08/2017 19:00
Coritiba - PR;0;Vitória - BA;1;22;28/08/2017 20:00
Grêmio - RS;5;Sport - PE;0;22;02/09/2017 16:00
Atlético - MG;1;Palmeiras - SP;1;23;09/09/2017 16:00
Vasco da Gama - RJ;1;Grêmio - RS;0;23;09/09/2017 18:00
São Paulo - SP;2;Ponte Preta - SP;2;23;09/09/2017 19:00
Atlético - PR;1;Coritiba - PR;1;23;10/09/2017 11:00
Santos - SP;2;Corinthians - SP;0;23;10/09/2017 16:00
Sport - PE;0;Avaí - SC;1;23;10/09/2017 16:00
Vitória - BA;2;Fluminense - RJ;2;23;10/09/2017 16:00
Botafogo - RJ;2;Flamengo - RJ;0;23;10/09/2017 19:00
Chapecoense - SC;1;Cruzeiro - MG;2;23;10/09/2017 19:00
Atlético - GO;1;Bahia - BA;1;23;11/09/2017 20:00
Botafogo - RJ;2;Santos - SP;0;24;16/09/2017 19:00
Ponte Preta - SP;1;Atlético - GO;3;24;16/09/2017 21:00
Avaí - SC;1;Atlético - MG;1;24;17/09/2017 11:00
Grêmio - RS;0;Chapecoense - SC;1;24;17/09/2017 16:00
Flamengo - RJ;2;Sport - PE;0;24;17/09/2017 16:00
Corinthians - SP;1;Vasco da Gama - RJ;0;24;17/09/2017 16:00
Vitória - BA;1;São Paulo - SP;2;24;17/09/2017 16:00
Atlético - PR;3;Fluminense - RJ;1;24;17/09/2017 16:00
Cruzeiro - MG;1;Bahia - BA;0;24;17/09/2017 19:00
Palmeiras - SP;1;Coritiba - PR;0;24;18/09/2017 20:00
Flamengo - RJ;1;Avaí - SC;1;25;23/09/2017 19:00
Santos - SP;1;Atlético - PR;0;25;23/09/2017 21:00
São Paulo - SP;1;Corinthians - SP;1;25;24/09/2017 11:00
Chapecoense - SC;1;Ponte Preta - SP;0;25;24/09/2017 16:00
Atlético - GO;1;Cruzeiro - MG;2;25;24/09/2017 16:00
Coritiba - PR;2;Botafogo - RJ;3;25;24/09/2017 16:00
Fluminense - RJ;0;Palmeiras - SP;1;25;24/09/2017 16:00
Atlético - MG;1;Vitória - BA;3;25;24/09/2017 19:00
Bahia - BA;1;Grêmio - RS;0;25;24/09/2017 19:00
Sport - PE;1;Vasco da Gama - RJ;1;25;25/09/2017 20:00
Vasco da Gama - RJ;1;Chapecoense - SC;1;26;30/09/2017 16:00
Bahia - BA;1;Coritiba - PR;1;26;30/09/2017 16:00
Palmeiras - SP;0;Santos - SP;1;26;30/09/2017 19:00
Botafogo - RJ;2;Vitória - BA;3;26;01/10/2017 16:00
São Paulo - SP;1;Sport - PE;0;26;01/10/2017 16:00
Cruzeiro - MG;1;Corinthians - SP;1;26;01/10/2017 16:00
Avaí - SC;0;Atlético - GO;2;26;01/10/2017 16:00
Grêmio - RS;1;Fluminense - RJ;0;26;01/10/2017 16:00
Atlético - PR;0;Atlético - MG;2;26;01/10/2017 19:00
Ponte Preta - SP;1;Flamengo - RJ;0;26;02/10/2017 20:00
Botafogo - RJ;2;Chapecoense - SC;1;27;11/10/2017 19:30
Atlético - PR;2;Atlético - GO;2;27;11/10/2017 19:30
Corinthians - SP;3;Coritiba - PR;1;27;11/10/2017 21:00
Atlético - MG;1;São Paulo - SP;0;27;11/10/2017 21:45
Grêmio - RS;0;Cruzeiro - MG;1;27;11/10/2017 21:45
Avaí - SC;1;Vasco da Gama - RJ;2;27;11/10/2017 21:45
Flamengo - RJ;1;Fluminense - RJ;1;27;12/10/2017 17:00
Vitória - BA;1;Sport - PE;2;27;12/10/2017 17:00
Ponte Preta - SP;1;Santos - SP;1;27;12/10/2017 17:00
Palmeiras - SP;2;Bahia - BA;2;27;12/10/2017 21:00
Cruzeiro - MG;2;Ponte Preta - SP;1;28;07/10/2017 16:00
Vasco da Gama - RJ;1;Botafogo - RJ;0;28;14/10/2017 19:00
São Paulo - SP;2;Atlético - PR;1;28;14/10/2017 21:00
Fluminense - RJ;1;Avaí - SC;0;28;15/10/2017 17:00
Sport - PE;1;Atlético - MG;1;28;15/10/2017 17:00
Atlético - GO;1;Palmeiras - SP;3;28;15/10/2017 17:00
Chapecoense - SC;0;Flamengo - RJ;1;28;15/10/2017 17:00
Coritiba - PR;0;Grêmio - RS;1;28;15/10/2017 19:00
Bahia - BA;2;Corinthians - SP;0;28;15/10/2017 19:00
Santos - SP;2;Vitória - BA;2;28;16/10/2017 20:00
Atlético - GO;0;Vasco da Gama - RJ;1;29;18/10/2017 19:30
Coritiba - PR;1;Cruzeiro - MG;0;29;18/10/2017 19:30
Atlético - MG;2;Chapecoense - SC;3;29;18/10/2017 21:00
Avaí - SC;1;Botafogo - RJ;1;29;18/10/2017 21:45
Fluminense - RJ;3;São Paulo - SP;1;29;18/10/2017 21:45
Corinthians - SP;0;Grêmio - RS;0;29;18/10/2017 21:45
Palmeiras - SP;2;Ponte Preta - SP;0;29;19/10/2017 20:00
Vitória - BA;2;Atlético - PR;3;29;19/10/2017 20:00
Flamengo - RJ;4;Bahia - BA;1;29;19/10/2017 21:00
Sport - PE;1;Santos - SP;1;29;19/10/2017 21:00
Vasco da Gama - RJ;1;Coritiba - PR;1;30;21/10/2017 17:00
Atlético - PR;2;Sport - PE;1;30;22/10/2017 17:00
São Paulo - SP;2;Flamengo - RJ;0;30;22/10/2017 17:00
Cruzeiro - MG;1;Atlético - MG;3;30;22/10/2017 17:00
Grêmio - RS;1;Palmeiras - SP;3;30;22/10/2017 17:00
Bahia - BA;2;Vitória - BA;1;30;22/10/2017 17:00
Santos - SP;1;Atlético - GO;0;30;22/10/2017 17:00
Ponte Preta - SP;1;Avaí - SC;2;30;22/10/2017 19:00
Chapecoense - SC;2;Fluminense - RJ;0;30;22/10/2017 19:00
Botafogo - RJ;2;Corinthians - SP;1;30;23/10/2017 20:00
São Paulo - SP;2;Santos - SP;1;31;28/10/2017 17:00
Flamengo - RJ;0;Vasco da Gama - RJ;0;31;28/10/2017 19:00
Atlético - PR;0;Chapecoense - SC;0;31;28/10/2017 21:00
Fluminense - RJ;1;Bahia - BA;1;31;29/10/2017 17:00
Atlético - MG;0;Botafogo - RJ;0;31;29/10/2017 17:00
Ponte Preta - SP;1;Corinthians - SP;0;31;29/10/2017 17:00
Sport - PE;3;Coritiba - PR;4;31;29/10/2017 18:00
Vitória - BA;1;Atlético - GO;1;31;29/10/2017 18:00
Avaí - SC;2;Grêmio - RS;2;31;29/10/2017 19:00
Palmeiras - SP;2;Cruzeiro - MG;2;31;30/10/2017 20:00
Santos - SP;3;Atlético - MG;1;32;04/11/2017 17:00
Botafogo - RJ;1;Fluminense - RJ;2;32;04/11/2017 19:00
Atlético - GO;0;São Paulo - SP;1;32;04/11/2017 19:00
Coritiba - PR;4;Avaí - SC;0;32;04/11/2017 21:00
Corinthians - SP;3;Palmeiras - SP;2;32;05/11/2017 17:00
Grêmio - RS;3;Flamengo - RJ;1;32;05/11/2017 17:00
Cruzeiro - MG;1;Atlético - PR;0;32;05/11/2017 17:00
Bahia - BA;2;Ponte Preta - SP;0;32;05/11/2017 18:00
Chapecoense - SC;1;Sport - PE;1;32;05/11/2017 19:00
Vasco da Gama - RJ;1;Vitória - BA;1;32;05/11/2017 19:00
Ponte Preta - SP;0;Grêmio - RS;1;33;08/11/2017 19:30
Avaí - SC;1;Bahia - BA;2;33;08/11/2017 19:30
Sport - PE;1;Botafogo - RJ;2;33;08/11/2017 21:00
Atlético - PR;0;Corinthians - SP;1;33;08/11/2017 21:00
Flamengo - RJ;2;Cruzeiro - MG;0;33;08/11/2017 21:45
Santos - SP;1;Vasco da Gama - RJ;2;33;08/11/2017 21:45
Vitória - BA;3;Palmeiras - SP;1;33;08/11/2017 21:45
São Paulo - SP;2;Chapecoense - SC;2;33;09/11/2017 20:00
Atlético - MG;3;Atlético - GO;2;33;09/11/2017 20:00
Fluminense - RJ;2;Coritiba - PR;2;33;09/11/2017 21:00
Botafogo - RJ;0;Atlético - PR;1;34;11/11/2017 17:00
Corinthians - SP;1;Avaí - SC;0;34;11/11/2017 19:00
Grêmio - RS;1;Vitória - BA;1;34;12/11/2017 17:00
Vasco da Gama - RJ;1;São Paulo - SP;1;34;12/11/2017 17:00
Atlético - GO;2;Sport - PE;0;34;12/11/2017 17:00
Palmeiras - SP;2;Flamengo - RJ;0;34;12/11/2017 17:00
Bahia - BA;2;Atlético - MG;2;34;12/11/2017 18:00
Cruzeiro - MG;3;Fluminense - RJ;1;34;12/11/2017 19:00
Coritiba - PR;1;Ponte Preta - SP;1;34;12/11/2017 19:00
Chapecoense - SC;2;Santos - SP;0;34;13/11/2017 20:00
Ponte Preta - SP;2;Atlético - PR;1;35;15/11/2017 17:00
Grêmio - RS;1;São Paulo - SP;0;35;15/11/2017 19:30
Cruzeiro - MG;2;Avaí - SC;2;35;15/11/2017 19:30
Vasco da Gama - RJ;1;Atlético - MG;1;35;15/11/2017 21:45
Corinthians - SP;3;Fluminense - RJ;1;35;15/11/2017 21:45
Chapecoense - SC;2;Vitória - BA;1;35;16/11/2017 20:00
Botafogo - RJ;1;Atlético - GO;2;35;16/11/2017 20:00
Palmeiras - SP;5;Sport - PE;1;35;16/11/2017 20:00
Coritiba - PR;1;Flamengo - RJ;0;35;16/11/2017 21:00
Bahia - BA;3;Santos - SP;1;35;16/11/2017 21:00
Flamengo - RJ;3;Corinthians - SP;0;36;19/11/2017 17:00
São Paulo - SP;0;Botafogo - RJ;0;36;19/11/2017 17:00
Vitória - BA;1;Cruzeiro - MG;1;36;19/11/2017 17:00
Atlético - GO;1;Chapecoense - SC;1;36;19/11/2017 17:00
Sport - PE;1;Bahia - BA;0;36;19/11/2017 17:00
Atlético - PR;3;Vasco da Gama - RJ;1;36;19/11/2017 19:00
Santos - SP;1;Grêmio - RS;0;36;19/11/2017 19:00
Atlético - MG;3;Coritiba - PR;0;36;19/11/2017 19:00
Fluminense - RJ;2;Ponte Preta - SP;0;36;20/11/2017 17:00
Avaí - SC;2;Palmeiras - SP;1;36;20/11/2017 20:00
Fluminense - RJ;1;Sport - PE;2;37;25/11/2017 17:00
Grêmio - RS;1;Atlético - GO;1;37;26/11/2017 17:00
