NomeTimeCasa;PlacarTimeCasa;NomeTimeVisitante;PlacarTimeVisitante;Rodada;DataHoraJogo
Vasco da Gama - RJ;1;Palmeiras - SP;4;15;26/07/2015 18:30
Corinthians - SP;3;Vasco da Gama - RJ;0;16;29/07/2015 22:00
Atlético - MG;3;São Paulo - SP;1;16;29/07/2015 22:00
Fluminense - RJ;1;Grêmio - RS;0;16;01/08/2015 18:30
Palmeiras - SP;0;Atlético - PR;1;16;02/08/2015 11:00
Coritiba - PR;1;Goiás - GO;1;16;02/08/2015 11:00
Joinville - SC;2;Avaí - SC;0;16;02/08/2015 16:00
Flamengo - RJ;2;Santos - SP;2;16;02/08/2015 16:00
Figueirense - SC;3;Ponte Preta - SP;1;16;02/08/2015 16:00
Internacional - RS;0;Chapecoense - SC;0;16;02/08/2015 16:00
Sport - PE;0;Cruzeiro - MG;0;16;02/08/2015 18:30
Avaí - SC;1;Fluminense - RJ;0;17;08/08/2015 18:30
Santos - SP;3;Coritiba - PR;0;17;08/08/2015 21:00
Atlético - PR;1;Sport - PE;1;17;09/08/2015 11:00
Vasco da Gama - RJ;0;Joinville - SC;0;17;09/08/2015 11:00
Goiás - GO;0;Atlético - MG;0;17;09/08/2015 16:00
Cruzeiro - MG;2;Palmeiras - SP;1;17;09/08/2015 16:00
Ponte Preta - SP;1;Flamengo - RJ;0;17;09/08/2015 16:00
São Paulo - SP;1;Corinthians - SP;1;17;09/08/2015 16:00
Chapecoense - SC;2;Figueirense - SC;2;17;09/08/2015 18:30
Grêmio - RS;5;Internacional - RS;0;17;09/08/2015 18:30
Flamengo - RJ;3;Atlético - PR;2;18;12/08/2015 19:30
Coritiba - PR;2;Palmeiras - SP;1;18;12/08/2015 19:30
Goiás - GO;0;Chapecoense - SC;0;18;12/08/2015 21:00
Santos - SP;1;Vasco da Gama - RJ;0;18;12/08/2015 21:00
Corinthians - SP;4;Sport - PE;3;18;12/08/2015 22:00
Internacional - RS;1;Fluminense - RJ;0;18;12/08/2015 22:00
Figueirense - SC;0;São Paulo - SP;2;18;12/08/2015 22:00
Ponte Preta - SP;2;Avaí - SC;0;18;13/08/2015 19:30
Joinville - SC;3;Cruzeiro - MG;0;18;13/08/2015 21:00
Atlético - MG;0;Grêmio - RS;2;18;13/08/2015 21:00
Vasco da Gama - RJ;0;Coritiba - PR;1;19;15/08/2015 18:30
Atlético - PR;0;Santos - SP;0;19;15/08/2015 18:30
São Paulo - SP;0;Goiás - GO;3;19;15/08/2015 21:00
Palmeiras - SP;4;Flamengo - RJ;2;19;16/08/2015 11:00
Fluminense - RJ;2;Figueirense - SC;1;19;16/08/2015 16:00
Cruzeiro - MG;0;Internacional - RS;0;19;16/08/2015 16:00
Avaí - SC;1;Corinthians - SP;2;19;16/08/2015 16:00
Sport - PE;1;Ponte Preta - SP;1;19;16/08/2015 16:00
Grêmio - RS;2;Joinville - SC;1;19;16/08/2015 18:30
Chapecoense - SC;2;Atlético - MG;1;19;16/08/2015 18:30
Goiás - GO;3;Vasco da Gama - RJ;0;20;22/08/2015 18:30
Santos - SP;5;Avaí - SC;2;20;22/08/2015 18:30
Figueirense - SC;2;Sport - PE;1;20;22/08/2015 21:00
Ponte Preta - SP;0;Grêmio - RS;0;20;23/08/2015 11:00
Coritiba - PR;1;Chapecoense - SC;0;20;23/08/2015 11:00
Corinthians - SP;3;Cruzeiro - MG;0;20;23/08/2015 16:00
Joinville - SC;2;Fluminense - RJ;1;20;23/08/2015 16:00
Internacional - RS;2;Atlético - PR;0;20;23/08/2015 16:00
Flamengo - RJ;2;São Paulo - SP;1;20;23/08/2015 16:00
Atlético - MG;2;Palmeiras - SP;1;20;23/08/2015 18:30
Vasco da Gama - RJ;0;Figueirense - SC;1;21;29/08/2015 18:30
São Paulo - SP;3;Ponte Preta - SP;0;21;29/08/2015 21:00
Avaí - SC;3;Internacional - RS;0;21;30/08/2015 11:00
Grêmio - RS;0;Coritiba - PR;0;21;30/08/2015 11:00
Palmeiras - SP;3;Joinville - SC;2;21;30/08/2015 16:00
Chapecoense - SC;1;Corinthians - SP;3;21;30/08/2015 16:00
Fluminense - RJ;1;Atlético - MG;2;21;30/08/2015 16:00
Sport - PE;0;Flamengo - RJ;1;21;30/08/2015 16:00
Cruzeiro - MG;0;Santos - SP;1;21;30/08/2015 18:30
Atlético - PR;3;Goiás - GO;0;21;30/08/2015 18:30
Ponte Preta - SP;1;Cruzeiro - MG;2;22;02/09/2015 19:30
Internacional - RS;6;Vasco da Gama - RJ;0;22;02/09/2015 19:30
Joinville - SC;0;São Paulo - SP;0;22;02/09/2015 19:30
Flamengo - RJ;3;Avaí - SC;0;22;02/09/2015 21:00
Atlético - MG;0;Atlético - PR;1;22;02/09/2015 21:00
Coritiba - PR;0;Sport - PE;0;22;02/09/2015 22:00
Goiás - GO;1;Palmeiras - SP;0;22;02/09/2015 22:00
Corinthians - SP;2;Fluminense - RJ;0;22;02/09/2015 22:00
Santos - SP;3;Chapecoense - SC;1;22;03/09/2015 19:30
Figueirense - SC;0;Grêmio - RS;2;22;03/09/2015 21:00
São Paulo - SP;2;Internacional - RS;0;23;05/09/2015 19:30
Vasco da Gama - RJ;1;Atlético - MG;2;23;05/09/2015 19:30
Atlético - PR;0;Joinville - SC;0;23;05/09/2015 21:00
Cruzeiro - MG;5;Figueirense - SC;1;23;06/09/2015 11:00
Chapecoense - SC;0;Ponte Preta - SP;0;23;06/09/2015 11:00
Avaí - SC;0;Coritiba - PR;2;23;06/09/2015 16:00
Fluminense - RJ;1;Flamengo - RJ;3;23;06/09/2015 16:00
Grêmio - RS;2;Goiás - GO;1;23;06/09/2015 16:00
Palmeiras - SP;3;Corinthians - SP;3;23;06/09/2015 16:00
Sport - PE;1;Santos - SP;1;23;06/09/2015 18:30
Internacional - RS;1;Palmeiras - SP;0;24;09/09/2015 19:30
Atlético - MG;2;Avaí - SC;0;24;09/09/2015 19:30
Ponte Preta - SP;0;Vasco da Gama - RJ;1;24;09/09/2015 19:30
Figueirense - SC;1;Atlético - PR;1;24;09/09/2015 21:00
Corinthians - SP;1;Grêmio - RS;1;24;09/09/2015 22:00
Santos - SP;3;São Paulo - SP;0;24;09/09/2015 22:00
Coritiba - PR;1;Fluminense - RJ;1;24;09/09/2015 22:00
Goiás - GO;1;Sport - PE;0;24;10/09/2015 19:30
Flamengo - RJ;2;Cruzeiro - MG;0;24;10/09/2015 21:00
Joinville - SC;0;Chapecoense - SC;0;24;10/09/2015 21:00
Coritiba - PR;0;Internacional - RS;1;25;12/09/2015 18:30
Palmeiras - SP;2;Figueirense - SC;0;25;12/09/2015 21:00
Corinthians - SP;3;Joinville - SC;0;25;13/09/2015 11:00
Ponte Preta - SP;3;Santos - SP;1;25;13/09/2015 11:00
Vasco da Gama - RJ;2;Atlético - PR;0;25;13/09/2015 16:00
Grêmio - RS;1;São Paulo - SP;2;25;13/09/2015 16:00
Cruzeiro - MG;1;Atlético - MG;1;25;13/09/2015 16:00
Chapecoense - SC;1;Flamengo - RJ;3;25;13/09/2015 16:00
Sport - PE;1;Fluminense - RJ;0;25;13/09/2015 18:30
Avaí - SC;2;Goiás - GO;1;25;13/09/2015 18:30
Fluminense - RJ;1;Palmeiras - SP;4;26;16/09/2015 19:30
Joinville - SC;1;Sport - PE;1;26;16/09/2015 19:30
Goiás - GO;1;Ponte Preta - SP;2;26;16/09/2015 19:30
Figueirense - SC;0;Avaí - SC;1;26;16/09/2015 21:00
Atlético - PR;1;Grêmio - RS;2;26;16/09/2015 21:00
Santos - SP;4;Atlético - MG;0;26;16/09/2015 22:00
Internacional - RS;2;Corinthians - SP;1;26;16/09/2015 22:00
Cruzeiro - MG;2;Vasco da Gama - RJ;2;26;16/09/2015 22:00
São Paulo - SP;0;Chapecoense - SC;0;26;17/09/2015 19:30
Flamengo - RJ;0;Coritiba - PR;2;26;17/09/2015 21:00
Internacional - RS;1;Figueirense - SC;1;27;19/09/2015 18:30
Palmeiras - SP;3;Grêmio - RS;2;27;19/09/2015 18:30
Ponte Preta - SP;3;Fluminense - RJ;1;27;19/09/2015 21:00
Corinthians - SP;2;Santos - SP;0;27;20/09/2015 11:00
Goiás - GO;3;Joinville - SC;0;27;20/09/2015 11:00
Vasco da Gama - RJ;2;Sport - PE;1;27;20/09/2015 16:00
Atlético - MG;4;Flamengo - RJ;1;27;20/09/2015 16:00
Avaí - SC;2;São Paulo - SP;1;27;20/09/2015 16:00
Coritiba - PR;2;Atlético - PR;0;27;20/09/2015 18:30
Chapecoense - SC;0;Cruzeiro - MG;2;27;20/09/2015 18:30
Fluminense - RJ;2;Goiás - GO;0;28;26/09/2015 18:30
Grêmio - RS;3;Avaí - SC;1;28;26/09/2015 21:00
Atlético - PR;1;Ponte Preta - SP;2;28;27/09/2015 11:00
Santos - SP;3;Internacional - RS;1;28;27/09/2015 11:00
São Paulo - SP;1;Palmeiras - SP;1;28;27/09/2015 16:00
Flamengo - RJ;1;Vasco da Gama - RJ;2;28;27/09/2015 16:00
Figueirense - SC;1;Corinthians - SP;3;28;27/09/2015 16:00
Joinville - SC;2;Atlético - MG;2;28;27/09/2015 16:00
Sport - PE;3;Chapecoense - SC;0;28;27/09/2015 18:30
Cruzeiro - MG;2;Coritiba - PR;0;28;27/09/2015 18:30
Coritiba - PR;0;Atlético - MG;3;29;03/10/2015 18:30
Internacional - RS;2;Sport - PE;1;29;03/10/2015 18:30
São Paulo - SP;1;Atlético - PR;0;29;03/10/2015 21:00
Avaí - SC;1;Vasco da Gama - RJ;1;29;04/10/2015 11:00
Flamengo - RJ;2;Joinville - SC;0;29;04/10/2015 11:00
Goiás - GO;2;Figueirense - SC;3;29;04/10/2015 16:00
Santos - SP;3;Fluminense - RJ;1;29;04/10/2015 16:00
Cruzeiro - MG;0;Grêmio - RS;0;29;04/10/2015 16:00
Ponte Preta - SP;2;Corinthians - SP;2;29;04/10/2015 16:00
Chapecoense - SC;5;Palmeiras - SP;1;29;04/10/2015 18:30
Sport - PE;3;Avaí - SC;0;30;14/10/2015 19:30
Atlético - MG;2;Internacional - RS;1;30;14/10/2015 19:30
Palmeiras - SP;0;Ponte Preta - SP;1;30;14/10/2015 21:00
Joinville - SC;3;Coritiba - PR;1;30;14/10/2015 21:00
Figueirense - SC;3;Flamengo - RJ;0;30;14/10/2015 21:00
Atlético - PR;2;Cruzeiro - MG;2;30;14/10/2015 22:00
Fluminense - RJ;2;São Paulo - SP;0;30;14/10/2015 22:00
Vasco da Gama - RJ;1;Chapecoense - SC;1;30;15/10/2015 19:30
Corinthians - SP;3;Goiás - GO;0;30;15/10/2015 19:30
Grêmio - RS;1;Santos - SP;0;30;15/10/2015 21:00
Avaí - SC;1;Palmeiras - SP;3;31;17/10/2015 18:30
Joinville - SC;1;Figueirense - SC;0;31;17/10/2015 21:00
Ponte Preta - SP;3;Coritiba - PR;0;31;18/10/2015 11:00
Cruzeiro - MG;2;Fluminense - RJ;0;31;18/10/2015 11:00
Flamengo - RJ;0;Internacional - RS;1;31;18/10/2015 16:00
Atlético - PR;1;Corinthians - SP;4;31;18/10/2015 16:00
São Paulo - SP;2;Vasco da Gama - RJ;2;31;18/10/2015 16:00
Santos - SP;3;Goiás - GO;1;31;18/10/2015 17:00
Grêmio - RS;2;Chapecoense - SC;3;31;18/10/2015 17:00
Sport - PE;4;Atlético - MG;1;31;18/10/2015 18:30
Fluminense - RJ;0;Atlético - PR;1;32;24/10/2015 17:00
Figueirense - SC;0;Santos - SP;0;32;24/10/2015 18:30
Internacional - RS;1;Joinville - SC;0;32;24/10/2015 18:30
Palmeiras - SP;0;Sport - PE;2;32;24/10/2015 21:00
Corinthians - SP;1;Flamengo - RJ;0;32;25/10/2015 17:00
Vasco da Gama - RJ;0;Grêmio - RS;0;32;25/10/2015 17:00
Coritiba - PR;1;São Paulo - SP;2;32;25/10/2015 17:00
Chapecoense - SC;0;Avaí - SC;0;32;25/10/2015 17:00
Goiás - GO;0;Cruzeiro - MG;1;32;25/10/2015 18:00
Atlético - MG;2;Ponte Preta - SP;1;32;25/10/2015 19:30
São Paulo - SP;3;Sport - PE;0;33;31/10/2015 17:00
Ponte Preta - SP;1;Joinville - SC;0;33;31/10/2015 19:30
Avaí - SC;1;Cruzeiro - MG;1;33;31/10/2015 19:30
Coritiba - PR;1;Figueirense - SC;1;33;31/10/2015 21:00
Grêmio - RS;2;Flamengo - RJ;0;33;01/11/2015 17:00
Atlético - MG;0;Corinthians - SP;3;33;01/11/2015 17:00
Santos - SP;2;Palmeiras - SP;1;33;01/11/2015 17:00
Chapecoense - SC;0;Atlético - PR;0;33;01/11/2015 17:00
Vasco da Gama - RJ;0;Fluminense - RJ;1;33;01/11/2015 18:00
Goiás - GO;2;Internacional - RS;1;33;01/11/2015 19:30
Internacional - RS;1;Ponte Preta - SP;0;34;07/11/2015 17:00
Corinthians - SP;2;Coritiba - PR;1;34;07/11/2015 19:30
Atlético - PR;2;Avaí - SC;1;34;07/11/2015 19:30
Fluminense - RJ;2;Chapecoense - SC;3;34;07/11/2015 21:00
Palmeiras - SP;0;Vasco da Gama - RJ;2;34;08/11/2015 17:00
Flamengo - RJ;4;Goiás - GO;1;34;08/11/2015 17:00
Cruzeiro - MG;2;São Paulo - SP;1;34;08/11/2015 17:00
Figueirense - SC;0;Atlético - MG;1;34;08/11/2015 17:00
Joinville - SC;0;Santos - SP;0;34;08/11/2015 18:00
Sport - PE;1;Grêmio - RS;0;34;08/11/2015 19:30
Cruzeiro - MG;3;Sport - PE;0;35;15/11/2015 17:00
Goiás - GO;1;Coritiba - PR;3;35;18/11/2015 19:30
Atlético - PR;3;Palmeiras - SP;3;35;18/11/2015 21:00
Ponte Preta - SP;0;Figueirense - SC;1;35;18/11/2015 21:00
Avaí - SC;2;Joinville - SC;1;35;18/11/2015 21:00
Grêmio - RS;1;Fluminense - RJ;0;35;19/11/2015 19:30
Chapecoense - SC;1;Internacional - RS;0;35;19/11/2015 19:30
Vasco da Gama - RJ;1;Corinthians - SP;1;35;19/11/2015 22:00
São Paulo - SP;4;Atlético - MG;2;35;19/11/2015 22:00
Santos - SP;0;Flamengo - RJ;0;35;19/11/2015 22:00
Palmeiras - SP;1;Cruzeiro - MG;1;36;21/11/2015 19:30
Joinville - SC;1;Vasco da Gama - RJ;2;36;22/11/2015 17:00
Corinthians - SP;6;São Paulo - SP;1;36;22/11/2015 17:00
Internacional - RS;1;Grêmio - RS;0;36;22/11/2015 17:00
Atlético - MG;2;Goiás - GO;2;36;22/11/2015 17:00
Figueirense - SC;0;Chapecoense - SC;0;36;22/11/2015 17:00
Flamengo - RJ;1;Ponte Preta - SP;1;36;22/11/2015 18:00
Coritiba - PR;1;Santos - SP;0;36;22/11/2015 19:30
Sport - PE;0;Atlético - PR;0;36;22/11/2015 19:30
Fluminense - RJ;3;Avaí - SC;1;36;22/11/2015 19:30
São Paulo - SP;3;Figueirense - SC;2;37;28/11/2015 17:00
Fluminense - RJ;1;Internacional - RS;1;37;28/11/2015 19:30
Avaí - SC;1;Ponte Preta - SP;0;37;28/11/2015 21:00
Sport - PE;2;Corinthians - SP;0;37;29/11/2015 17:00
Grêmio - RS;2;Atlético - MG;1;37;29/11/2015 17:00
Cruzeiro - MG;3;Joinville - SC;0;37;29/11/2015 17:00
Vasco da Gama - RJ;1;Santos - SP;0;37;29/11/2015 17:00
Palmeiras - SP;0;Coritiba - PR;2;37;29/11/2015 18:00
Chapecoense - SC;1;Goiás - GO;3;37;29/11/2015 18:00
Atlético - PR;3;Flamengo - RJ;0;37;29/11/2015 19:30
Corinthians - SP;1;Avaí - SC;1;38;06/12/2015 17:00
Santos - SP;5;Atlético - PR;1;38;06/12/2015 17:00
Ponte Preta - SP;0;Sport - PE;1;38;06/12/2015 17:00
Flamengo - RJ;1;Palmeiras - SP;2;38;06/12/2015 17:00
Internacional - RS;2;Cruzeiro - MG;0;38;06/12/2015 17:00
Atlético - MG;3;Chapecoense - SC;0;38;06/12/2015 17:00
Figueirense - SC;1;Fluminense - RJ;0;38;06/12/2015 17:00
Coritiba - PR;0;Vasco da Gama - RJ;0;38;06/12/2015 17:00
Goiás - GO;0;São Paulo - SP;1;38;06/12/2015 17:00
Joinville - SC;0;Grêmio - RS;2;38;06/12/2015 17:00
Palmeiras - SP;4;Atlético - PR;0;1;14/05/2016 16:00
Flamengo - RJ;1;Sport - PE;0;1;14/05/2016 16:00
Atlético - MG;1;Santos - SP;0;1;14/05/2016 18:30
Coritiba - PR;1;Cruzeiro - MG;0;1;14/05/2016 21:00
Botafogo - RJ;0;São Paulo - SP;1;1;15/05/2016 11:00
Santa Cruz - PE;4;Vitória - BA;1;1;15/05/2016 11:00
Corinthians - SP;0;Grêmio - RS;0;1;15/05/2016 16:00
Figueirense - SC;0;Ponte Preta - SP;0;1;15/05/2016 16:00
América - MG;0;Fluminense - RJ;1;1;15/05/2016 16:00
Internacional - RS;0;Chapecoense - SC;0;1;15/05/2016 18:30
Ponte Preta - SP;2;Palmeiras - SP;1;2;21/05/2016 16:00
Fluminense - RJ;2;Santa Cruz - PE;2;2;21/05/2016 18:30
Cruzeiro - MG;2;Figueirense - SC;2;2;21/05/2016 21:00
Atlético - PR;1;Atlético - MG;1;2;22/05/2016 11:00
Santos - SP;2;Coritiba - PR;1;2;22/05/2016 11:00
Chapecoense - SC;3;América - MG;1;2;22/05/2016 16:00
São Paulo - SP;1;Internacional - RS;2;2;22/05/2016 16:00
Grêmio - RS;1;Flamengo - RJ;0;2;22/05/2016 16:00
Vitória - BA;3;Corinthians - SP;2;2;22/05/2016 16:00
Sport - PE;1;Botafogo - RJ;1;2;22/05/2016 18:30
Botafogo - RJ;2;Atlético - PR;1;3;25/05/2016 19:30
Figueirense - SC;2;Santos - SP;2;3;25/05/2016 19:30
Flamengo - RJ;2;Chapecoense - SC;2;3;25/05/2016 21:00
América - MG;1;Vitória - BA;1;3;25/05/2016 21:00
Coritiba - PR;1;São Paulo - SP;1;3;25/05/2016 21:45
Santa Cruz - PE;4;Cruzeiro - MG;1;3;25/05/2016 21:45
Palmeiras - SP;2;Fluminense - RJ;0;3;25/05/2016 21:45
Corinthians - SP;3;Ponte Preta - SP;0;3;26/05/2016 11:00
Internacional - RS;1;Sport - PE;0;3;26/05/2016 16:00
Atlético - MG;0;Grêmio - RS;3;3;26/05/2016 21:00
Cruzeiro - MG;1;América - MG;1;4;28/05/2016 16:00
Atlético - PR;2;Figueirense - SC;1;4;28/05/2016 18:30
Chapecoense - SC;1;Santa Cruz - PE;1;4;28/05/2016 21:00
Ponte Preta - SP;1;Flamengo - RJ;2;4;29/05/2016 11:00
Sport - PE;0;Corinthians - SP;2;4;29/05/2016 11:00
São Paulo - SP;1;Palmeiras - SP;0;4;29/05/2016 16:00
Fluminense - RJ;1;Botafogo - RJ;0;4;29/05/2016 16:00
Vitória - BA;1;Atlético - MG;1;4;29/05/2016 16:00
Grêmio - RS;2;Coritiba - PR;0;4;29/05/2016 18:30
Santos - SP;0;Internacional - RS;1;4;29/05/2016 18:30
Internacional - RS;1;Atlético - PR;0;5;01/06/2016 19:30
Coritiba - PR;3;Chapecoense - SC;4;5;01/06/2016 21:00
Santa Cruz - PE;0;Sport - PE;1;5;01/06/2016 21:00
Corinthians - SP;1;Santos - SP;0;5;01/06/2016 21:00
Botafogo - RJ;0;Cruzeiro - MG;1;5;01/06/2016 21:45
Figueirense - SC;1;São Paulo - SP;0;5;01/06/2016 21:45
Atlético - MG;1;Fluminense - RJ;1;5;01/06/2016 21:45
América - MG;1;Ponte Preta - SP;2;5;02/06/2016 19:30
Flamengo - RJ;1;Vitória - BA;0;5;02/06/2016 21:00
Palmeiras - SP;4;Grêmio - RS;3;5;02/06/2016 21:00
Atlético - PR;1;Santa Cruz - PE;0;6;04/06/2016 16:00
Chapecoense - SC;0;Fluminense - RJ;0;6;04/06/2016 20:30
Corinthians - SP;2;Coritiba - PR;1;6;04/06/2016 20:30
América - MG;1;Figueirense - SC;0;6;05/06/2016 11:00
Santos - SP;3;Botafogo - RJ;0;6;05/06/2016 11:00
Flamengo - RJ;1;Palmeiras - SP;2;6;05/06/2016 16:00
Vitória - BA;1;Internacional - RS;0;6;05/06/2016 16:00
Sport - PE;4;Atlético - MG;4;6;05/06/2016 16:00
Grêmio - RS;1;Ponte Preta - SP;0;6;05/06/2016 16:00
Cruzeiro - MG;0;São Paulo - SP;1;6;05/06/2016 18:30
Internacional - RS;3;América - MG;1;7;11/06/2016 16:00
Ponte Preta - SP;2;Chapecoense - SC;1;7;11/06/2016 16:00
Fluminense - RJ;1;Grêmio - RS;1;7;11/06/2016 18:30
São Paulo - SP;1;Atlético - PR;2;7;11/06/2016 21:00
Coritiba - PR;3;Sport - PE;2;7;12/06/2016 11:00
Botafogo - RJ;1;Vitória - BA;1;7;12/06/2016 11:00
Figueirense - SC;1;Flamengo - RJ;0;7;12/06/2016 16:00
Atlético - MG;2;Cruzeiro - MG;3;7;12/06/2016 16:00
Palmeiras - SP;1;Corinthians - SP;0;7;12/06/2016 16:00
Santa Cruz - PE;0;Santos - SP;2;7;12/06/2016 19:00
Chapecoense - SC;3;Grêmio - RS;3;8;15/06/2016 19:30
Ponte Preta - SP;3;Atlético - PR;2;8;15/06/2016 19:30
São Paulo - SP;2;Vitória - BA;0;8;15/06/2016 19:30
Santos - SP;2;Sport - PE;0;8;15/06/2016 21:00
Santa Cruz - PE;1;Figueirense - SC;0;8;15/06/2016 21:00
Botafogo - RJ;3;América - MG;1;8;15/06/2016 21:00
Cruzeiro - MG;0;Flamengo - RJ;1;8;15/06/2016 21:45
Coritiba - PR;2;Palmeiras - SP;2;8;15/06/2016 21:45
Internacional - RS;2;Atlético - MG;0;8;16/06/2016 19:30
Fluminense - RJ;1;Corinthians - SP;0;8;16/06/2016 20:00
Palmeiras - SP;3;Santa Cruz - PE;1;9;18/06/2016 16:00
Atlético - PR;1;Santos - SP;0;9;18/06/2016 18:00
América - MG;2;Coritiba - PR;1;9;18/06/2016 21:00
Vitória - BA;1;Chapecoense - SC;2;9;19/06/2016 11:00
Atlético - MG;3;Ponte Preta - SP;0;9;19/06/2016 11:00
Corinthians - SP;3;Botafogo - RJ;1;9;19/06/2016 16:00
Flamengo - RJ;2;São Paulo - SP;2;9;19/06/2016 16:00
Figueirense - SC;3;Internacional - RS;2;9;19/06/2016 16:00
Sport - PE;2;Fluminense - RJ;1;9;19/06/2016 16:00
Grêmio - RS;2;Cruzeiro - MG;0;9;19/06/2016 19:00
Palmeiras - SP;2;América - MG;0;10;21/06/2016 21:30
Chapecoense - SC;0;Atlético - PR;0;10;22/06/2016 19:30
Ponte Preta - SP;0;Cruzeiro - MG;4;10;22/06/2016 19:30
Botafogo - RJ;0;Figueirense - SC;0;10;22/06/2016 21:00
Santa Cruz - PE;0;Flamengo - RJ;1;10;22/06/2016 21:00
Fluminense - RJ;2;Santos - SP;4;10;22/06/2016 21:45
Atlético - MG;2;Corinthians - SP;1;10;22/06/2016 21:45
Grêmio - RS;1;Vitória - BA;2;10;23/06/2016 19:15
São Paulo - SP;0;Sport - PE;0;10;23/06/2016 21:00
Coritiba - PR;1;Internacional - RS;1;10;23/06/2016 21:30
Cruzeiro - MG;2;Palmeiras - SP;1;11;25/06/2016 19:00
Corinthians - SP;2;Santa Cruz - PE;1;11;25/06/2016 21:00
América - MG;0;Atlético - MG;1;11;26/06/2016 11:00
Vitória - BA;1;Ponte Preta - SP;1;11;26/06/2016 16:00
Flamengo - RJ;1;Fluminense - RJ;2;11;26/06/2016 16:00
Santos - SP;3;São Paulo - SP;0;11;26/06/2016 16:00
Internacional - RS;2;Botafogo - RJ;3;11;26/06/2016 16:00
Atlético - PR;2;Grêmio - RS;0;11;26/06/2016 16:00
Sport - PE;5;Chapecoense - SC;1;11;26/06/2016 18:30
Figueirense - SC;0;Coritiba - PR;0;11;26/06/2016 18:30
Vitória - BA;3;Sport - PE;2;12;29/06/2016 19:30
Grêmio - RS;3;Santos - SP;2;12;29/06/2016 19:30
Flamengo - RJ;1;Internacional - RS;0;12;29/06/2016 19:30
Chapecoense - SC;3;Cruzeiro - MG;2;12;29/06/2016 21:00
Coritiba - PR;1;Atlético - PR;0;12;29/06/2016 21:00
São Paulo - SP;2;Fluminense - RJ;1;12;29/06/2016 21:45
América - MG;0;Corinthians - SP;2;12;29/06/2016 21:45
Santa Cruz - PE;0;Ponte Preta - SP;3;12;30/06/2016 19:30
Palmeiras - SP;4;Figueirense - SC;0;12;30/06/2016 19:30
Atlético - MG;5;Botafogo - RJ;3;12;30/06/2016 21:00
Fluminense - RJ;0;Coritiba - PR;0;13;02/07/2016 16:00
Atlético - PR;1;América - MG;0;13;02/07/2016 18:30
Cruzeiro - MG;2;Vitória - BA;2;13;03/07/2016 11:00
Internacional - RS;0;Grêmio - RS;1;13;03/07/2016 11:00
Santos - SP;3;Chapecoense - SC;0;13;03/07/2016 16:00
Botafogo - RJ;2;Santa Cruz - PE;1;13;03/07/2016 16:00
Corinthians - SP;4;Flamengo - RJ;0;13;03/07/2016 16:00
Ponte Preta - SP;1;São Paulo - SP;0;13;03/07/2016 16:00
Figueirense - SC;1;Atlético - MG;1;13;03/07/2016 19:00
Sport - PE;1;Palmeiras - SP;3;13;04/07/2016 20:00
Coritiba - PR;0;Botafogo - RJ;0;14;09/07/2016 16:30
Chapecoense - SC;0;Corinthians - SP;2;14;09/07/2016 16:30
Ponte Preta - SP;2;Sport - PE;1;14;09/07/2016 21:00
Flamengo - RJ;2;Atlético - MG;0;14;10/07/2016 11:00
Grêmio - RS;2;Figueirense - SC;1;14;10/07/2016 11:00
São Paulo - SP;3;América - MG;0;14;10/07/2016 16:00
Santa Cruz - PE;1;Internacional - RS;0;14;10/07/2016 16:00
Vitória - BA;0;Fluminense - RJ;0;14;10/07/2016 19:30
Cruzeiro - MG;0;Atlético - PR;3;14;11/07/2016 20:00
Palmeiras - SP;1;Santos - SP;1;14;12/07/2016 20:30
Botafogo - RJ;3;Flamengo - RJ;3;15;16/07/2016 16:00
Santos - SP;3;Ponte Preta - SP;1;15;16/07/2016 18:30
América - MG;0;Santa Cruz - PE;3;15;17/07/2016 11:00
Fluminense - RJ;2;Cruzeiro - MG;0;15;17/07/2016 16:00
Internacional - RS;0;Palmeiras - SP;1;15;17/07/2016 16:00
Corinthians - SP;1;São Paulo - SP;1;15;17/07/2016 16:00
Atlético - PR;1;Vitória - BA;1;15;17/07/2016 16:00
Figueirense - SC;1;Chapecoense - SC;1;15;17/07/2016 16:00
Sport - PE;4;Grêmio - RS;2;15;17/07/2016 18:30
Atlético - MG;2;Coritiba - PR;1;15;18/07/2016 20:00
Corinthians - SP;1;Figueirense - SC;1;16;23/07/2016 16:00
Santa Cruz - PE;0;Coritiba - PR;1;16;23/07/2016 18:30
Palmeiras - SP;0;Atlético - MG;1;16;24/07/2016 11:00
Ponte Preta - SP;2;Internacional - RS;2;16;24/07/2016 11:00
Chapecoense - SC;2;Botafogo - RJ;1;16;24/07/2016 16:00
Atlético - PR;1;Fluminense - RJ;0;16;24/07/2016 16:00
Grêmio - RS;1;São Paulo - SP;0;16;24/07/2016 16:00
Cruzeiro - MG;1;Sport - PE;2;16;24/07/2016 16:00
Vitória - BA;2;Santos - SP;3;16;24/07/2016 18:30
Flamengo - RJ;2;América - MG;1;16;25/07/2016 20:00
Figueirense - SC;1;Vitória - BA;0;17;30/07/2016 18:30
Sport - PE;2;Atlético - PR;0;17;30/07/2016 18:30
Atlético - MG;3;Santa Cruz - PE;0;17;30/07/2016 21:00
Fluminense - RJ;3;Ponte Preta - SP;0;17;31/07/2016 11:00
São Paulo - SP;2;Chapecoense - SC;2;17;31/07/2016 11:00
Santos - SP;2;Cruzeiro - MG;0;17;31/07/2016 16:00
